"Species","mass_gm","source"
"Himantopus leucocephalus",176.81,"combined: BirdLife, eBird, BirdTree"
"Himantopus mexicanus",176.81,"combined: BirdLife, eBird, BirdTree"
"Himantopus novaezelandiae",195,"combined: BirdLife, eBird, BirdTree"
"Himantornis haematopus",585.693333333333,"combined: BirdLife, eBird, BirdTree"
"Himatione sanguinea",15.18,"combined: BirdLife, eBird, BirdTree"
"Hippolais caligata",8.9,"combined: BirdLife, eBird, BirdTree"
"Hippolais icterina",13.2,"combined: BirdLife, eBird, BirdTree"
"Hippolais languida",12,"combined: BirdLife, eBird, BirdTree"
"Hippolais olivetorum",17.5,"combined: BirdLife, eBird, BirdTree"
"Hippolais opaca",9,"combined: BirdLife, eBird, BirdTree"
"Hippolais pallida",9,"combined: BirdLife, eBird, BirdTree"
"Hippolais polyglotta",11,"combined: BirdLife, eBird, BirdTree"
"Hippolais rama",9.3,"combined: BirdLife, eBird, BirdTree"
"Hirundapus caudacutus",95.5,"combined: BirdLife, eBird, BirdTree"
"Hirundapus celebensis",180,"combined: BirdLife, eBird, BirdTree"
"Hirundapus cochinchinensis",83.7933333333333,"combined: BirdLife, eBird, BirdTree"
"Hirundapus giganteus",127,"combined: BirdLife, eBird, BirdTree"
"Hirundinea bellicosa",30.6,"combined: BirdLife, eBird, BirdTree"
"Hirundinea ferruginea",30.6,"combined: BirdLife, eBird, BirdTree"
"Hirundo abyssinica",13.46,"combined: BirdLife, eBird, BirdTree"
"Hirundo aethiopica",13.3,"combined: BirdLife, eBird, BirdTree"
"Hirundo albigularis",21.8,"combined: BirdLife, eBird, BirdTree"
"Hirundo angolensis",17.8,"combined: BirdLife, eBird, BirdTree"
"Hirundo ariel",10.84,"combined: BirdLife, eBird, BirdTree"
"Hirundo atrocaerulea",13.8,"combined: BirdLife, eBird, BirdTree"
"Hirundo concolor",12.96,"combined: BirdLife, eBird, BirdTree"
"Hirundo cucullata",27.1,"combined: BirdLife, eBird, BirdTree"
"Hirundo daurica",22.2,"combined: BirdLife, eBird, BirdTree"
"Hirundo dimidiata",12.1,"combined: BirdLife, eBird, BirdTree"
"Hirundo domicola",17.8,"combined: BirdLife, eBird, BirdTree"
"Hirundo fluvicola",9.7,"combined: BirdLife, eBird, BirdTree"
"Hirundo fuliginosa",9.8,"combined: BirdLife, eBird, BirdTree"
"Hirundo fuligula",21.1,"combined: BirdLife, eBird, BirdTree"
"Hirundo javanica",17.8,"combined: BirdLife, eBird, BirdTree"
"Hirundo leucosoma",17.6,"combined: BirdLife, eBird, BirdTree"
"Hirundo lucida",12.9733333333333,"combined: BirdLife, eBird, BirdTree"
"Hirundo megaensis",11,"combined: BirdLife, eBird, BirdTree"
"Hirundo neoxena",14.7,"combined: BirdLife, eBird, BirdTree"
"Hirundo nigricans",15.4,"combined: BirdLife, eBird, BirdTree"
"Hirundo nigrita",18.3,"combined: BirdLife, eBird, BirdTree"
"Hirundo nigrorufa",14.2,"combined: BirdLife, eBird, BirdTree"
"Hirundo obsoleta",10.2,"combined: BirdLife, eBird, BirdTree"
"Hirundo perdita",20.6,"combined: BirdLife, eBird, BirdTree"
"Hirundo preussi",13.3,"combined: BirdLife, eBird, BirdTree"
"Hirundo rufigula",15.9,"combined: BirdLife, eBird, BirdTree"
"Hirundo rupestris",20.4,"combined: BirdLife, eBird, BirdTree"
"Hirundo rustica",17.9066666666667,"combined: BirdLife, eBird, BirdTree"
"Hirundo semirufa",30.1,"combined: BirdLife, eBird, BirdTree"
"Hirundo senegalensis",45.35,"combined: BirdLife, eBird, BirdTree"
"Hirundo smithii",12.4,"combined: BirdLife, eBird, BirdTree"
"Hirundo spilodera",20.6,"combined: BirdLife, eBird, BirdTree"
"Hirundo striolata",22,"combined: BirdLife, eBird, BirdTree"
"Hirundo tahitica",17.8,"combined: BirdLife, eBird, BirdTree"
"Histrionicus histrionicus",561.58,"combined: BirdLife, eBird, BirdTree"
"Histurgops ruficauda",69,"combined: BirdLife, eBird, BirdTree"
"Histurgops ruficaudus",69,"combined: BirdLife, eBird, BirdTree"
"Hodgsonius phaenicuroides",21.1,"combined: BirdLife, eBird, BirdTree"
"Hoploxypterus cayanus",75.76,"combined: BirdLife, eBird, BirdTree"
"Horizocerus albocristatus",289.4,"combined: BirdLife, eBird, BirdTree"
"Horizocerus cassini",289.4,"combined: BirdLife, eBird, BirdTree"
"Horizocerus granti",98.49,"combined: BirdLife, eBird, BirdTree"
"Horizocerus hartlaubi",98.495,"combined: BirdLife, eBird, BirdTree"
"Horizorhinus dohrni",19.33,"combined: BirdLife, eBird, BirdTree"
"Horornis acanthizoides",5.31,"combined: BirdLife, eBird, BirdTree"
"Horornis annae",18.485,"combined: BirdLife, eBird, BirdTree"
"Horornis brunnescens",5.31,"combined: BirdLife, eBird, BirdTree"
"Horornis canturians",22.3,"combined: BirdLife, eBird, BirdTree"
"Horornis carolinae",17.1,"combined: BirdLife, eBird, BirdTree"
"Horornis diphone",13.305,"combined: BirdLife, eBird, BirdTree"
"Horornis flavolivaceus",8,"combined: BirdLife, eBird, BirdTree"
"Horornis fortipes",9.595,"combined: BirdLife, eBird, BirdTree"
"Horornis haddeni",24.8,"combined: BirdLife, eBird, BirdTree"
"Horornis parens",14,"combined: BirdLife, eBird, BirdTree"
"Horornis ruficapilla",12.7,"combined: BirdLife, eBird, BirdTree"
"Horornis seebohmi",12.2,"combined: BirdLife, eBird, BirdTree"
"Horornis vulcanius",8,"combined: BirdLife, eBird, BirdTree"
"Houbaropsis bengalensis",2012.47333333333,"combined: BirdLife, eBird, BirdTree"
"Humblotia flavirostris",15.9,"combined: BirdLife, eBird, BirdTree"
"Hydrobates castro",46.12,"combined: BirdLife, eBird, BirdTree"
"Hydrobates cheimomnestes",36.705,"combined: BirdLife, eBird, BirdTree"
"Hydrobates furcatus",59.715,"combined: BirdLife, eBird, BirdTree"
"Hydrobates homochroa",36.9,"combined: BirdLife, eBird, BirdTree"
"Hydrobates hornbyi",40.6,"combined: BirdLife, eBird, BirdTree"
"Hydrobates jabejabe",46.12,"combined: BirdLife, eBird, BirdTree"
"Hydrobates leucorhous",36.705,"combined: BirdLife, eBird, BirdTree"
"Hydrobates macrodactyla",36.7,"combined: BirdLife, eBird, BirdTree"
"Hydrobates macrodactylus",36.71,"combined: BirdLife, eBird, BirdTree"
"Hydrobates markhami",53.1,"combined: BirdLife, eBird, BirdTree"
"Hydrobates matsudairae",62,"combined: BirdLife, eBird, BirdTree"
"Hydrobates melania",61.5,"combined: BirdLife, eBird, BirdTree"
"Hydrobates microsoma",20.5,"combined: BirdLife, eBird, BirdTree"
"Hydrobates monorhis",39.8,"combined: BirdLife, eBird, BirdTree"
"Hydrobates monteiroi",46.12,"combined: BirdLife, eBird, BirdTree"
"Hydrobates pelagicus",25.2,"combined: BirdLife, eBird, BirdTree"
"Hydrobates socorroensis",36.705,"combined: BirdLife, eBird, BirdTree"
"Hydrobates tethys",22.6,"combined: BirdLife, eBird, BirdTree"
"Hydrobates tristrami",89.075,"combined: BirdLife, eBird, BirdTree"
"Hydrochous gigas",35.8,"combined: BirdLife, eBird, BirdTree"
"Hydrocoloeus minutus",118,"combined: BirdLife, eBird, BirdTree"
"Hydrophasianus chirurgus",160.02,"combined: BirdLife, eBird, BirdTree"
"Hydroprogne caspia",655,"combined: BirdLife, eBird, BirdTree"
"Hydropsalis cayennensis",35.5,"combined: BirdLife, eBird, BirdTree"
"Hydropsalis climacocerca",46,"combined: BirdLife, eBird, BirdTree"
"Hydropsalis maculicaudus",30.3,"combined: BirdLife, eBird, BirdTree"
"Hydropsalis torquata",58.5,"combined: BirdLife, eBird, BirdTree"
"Hydrornis baudii",66,"combined: BirdLife, eBird, BirdTree"
"Hydrornis caeruleus",202,"combined: BirdLife, eBird, BirdTree"
"Hydrornis cyaneus",108.995,"combined: BirdLife, eBird, BirdTree"
"Hydrornis elliotii",91,"combined: BirdLife, eBird, BirdTree"
"Hydrornis guajanus",81.5,"combined: BirdLife, eBird, BirdTree"
"Hydrornis gurneyi",60.5,"combined: BirdLife, eBird, BirdTree"
"Hydrornis irena",81.5,"combined: BirdLife, eBird, BirdTree"
"Hydrornis nipalensis",124,"combined: BirdLife, eBird, BirdTree"
"Hydrornis oatesi",120,"combined: BirdLife, eBird, BirdTree"
"Hydrornis phayrei",100,"combined: BirdLife, eBird, BirdTree"
"Hydrornis schneideri",109,"combined: BirdLife, eBird, BirdTree"
"Hydrornis schwaneri",81.5,"combined: BirdLife, eBird, BirdTree"
"Hydrornis soror",114,"combined: BirdLife, eBird, BirdTree"
"Hylacola cauta",15.205,"combined: BirdLife, eBird, BirdTree"
"Hylacola pyrrhopygia",16.8,"combined: BirdLife, eBird, BirdTree"
"Hylatomus fuscipennis",183.19,"combined: BirdLife, eBird, BirdTree"
"Hylatomus lineatus",183.19,"combined: BirdLife, eBird, BirdTree"
"Hylatomus pileatus",286.59,"combined: BirdLife, eBird, BirdTree"
"Hylatomus schulzii",200,"combined: BirdLife, eBird, BirdTree"
"Hylexetastes brigidai",103.1,"combined: BirdLife, eBird, BirdTree"
"Hylexetastes perrotii",103.08,"combined: BirdLife, eBird, BirdTree"
"Hylexetastes stresemanni",111,"combined: BirdLife, eBird, BirdTree"
"Hylexetastes uniformis",104.115,"combined: BirdLife, eBird, BirdTree"
"Hylia prasina",13.0733333333333,"combined: BirdLife, eBird, BirdTree"
"Hyliota australis",11.2,"combined: BirdLife, eBird, BirdTree"
"Hyliota flavigaster",12.5,"combined: BirdLife, eBird, BirdTree"
"Hyliota usambara",11.2,"combined: BirdLife, eBird, BirdTree"
"Hyliota violacea",15.8,"combined: BirdLife, eBird, BirdTree"
"Hylocharis chrysura",4.5,"combined: BirdLife, eBird, BirdTree"
"Hylocharis cyanus",3.3,"combined: BirdLife, eBird, BirdTree"
"Hylocharis eliciae",3.6,"combined: BirdLife, eBird, BirdTree"
"Hylocharis grayi",5.6,"combined: BirdLife, eBird, BirdTree"
"Hylocharis humboldtii",5.6,"combined: BirdLife, eBird, BirdTree"
"Hylocharis leucotis",3.39,"combined: BirdLife, eBird, BirdTree"
"Hylocharis sapphirina",4.4,"combined: BirdLife, eBird, BirdTree"
"Hylocharis xantusii",3.4,"combined: BirdLife, eBird, BirdTree"
"Hylocichla mustelina",50.0933333333333,"combined: BirdLife, eBird, BirdTree"
"Hylocitrea bonensis",27.5,"combined: BirdLife, eBird, BirdTree"
"Hylocitrea bonthaina",27.5,"combined: BirdLife, eBird, BirdTree"
"Hylocryptus erythrocephalus",46.46,"combined: BirdLife, eBird, BirdTree"
"Hylocryptus rectirostris",48,"combined: BirdLife, eBird, BirdTree"
"Hyloctistes subulatus",28.8,"combined: BirdLife, eBird, BirdTree"
"Hyloctistes virgatus",28.8,"combined: BirdLife, eBird, BirdTree"
"Hylomanes momotula",29.3,"combined: BirdLife, eBird, BirdTree"
"Hylonympha macrocerca",7.3,"combined: BirdLife, eBird, BirdTree"
"Hylopezus auricularis",40.4133333333333,"combined: BirdLife, eBird, BirdTree"
"Hylopezus berlepschi",48,"combined: BirdLife, eBird, BirdTree"
"Hylopezus dives",44,"combined: BirdLife, eBird, BirdTree"
"Hylopezus fulviventris",41,"combined: BirdLife, eBird, BirdTree"
"Hylopezus macularius",44.2,"combined: BirdLife, eBird, BirdTree"
"Hylopezus nattereri",32,"combined: BirdLife, eBird, BirdTree"
"Hylopezus ochroleucus",28,"combined: BirdLife, eBird, BirdTree"
"Hylopezus paraensis",44.1,"combined: BirdLife, eBird, BirdTree"
"Hylopezus perspicillatus",43,"combined: BirdLife, eBird, BirdTree"
"Hylopezus whittakeri",43.2,"combined: BirdLife, eBird, BirdTree"
"Hylophilus amaurocephalus",11.7,"combined: BirdLife, eBird, BirdTree"
"Hylophilus aurantiifrons",9.5,"combined: BirdLife, eBird, BirdTree"
"Hylophilus brunneiceps",9.9,"combined: BirdLife, eBird, BirdTree"
"Hylophilus decurtatus",8.49,"combined: BirdLife, eBird, BirdTree"
"Hylophilus flavipes",11.6733333333333,"combined: BirdLife, eBird, BirdTree"
"Hylophilus griseiventris",13.8,"combined: BirdLife, eBird, BirdTree"
"Hylophilus hypoxanthus",17,"combined: BirdLife, eBird, BirdTree"
"Hylophilus insularis",11.66,"combined: BirdLife, eBird, BirdTree"
"Hylophilus muscicapinus",11.7,"combined: BirdLife, eBird, BirdTree"
"Hylophilus ochraceiceps",11.6,"combined: BirdLife, eBird, BirdTree"
"Hylophilus olivaceus",12,"combined: BirdLife, eBird, BirdTree"
"Hylophilus pectoralis",11.6,"combined: BirdLife, eBird, BirdTree"
"Hylophilus poicilotis",10.4,"combined: BirdLife, eBird, BirdTree"
"Hylophilus sclateri",11.2,"combined: BirdLife, eBird, BirdTree"
"Hylophilus semibrunneus",11.4,"combined: BirdLife, eBird, BirdTree"
"Hylophilus semicinereus",13,"combined: BirdLife, eBird, BirdTree"
"Hylophilus thoracicus",13.8,"combined: BirdLife, eBird, BirdTree"
"Hylophilus viridiflavus",11.66,"combined: BirdLife, eBird, BirdTree"
"Hylophylax naevioides",17.8,"combined: BirdLife, eBird, BirdTree"
"Hylophylax naevius",14.2,"combined: BirdLife, eBird, BirdTree"
"Hylophylax punctulatus",12.4,"combined: BirdLife, eBird, BirdTree"
"Hylopsar cupreocauda",58.005,"combined: BirdLife, eBird, BirdTree"
"Hylopsar purpureiceps",62.82,"combined: BirdLife, eBird, BirdTree"
"Hylorchilus navai",29.3,"combined: BirdLife, eBird, BirdTree"
"Hylorchilus sumichrasti",28.4,"combined: BirdLife, eBird, BirdTree"
"Hymenolaimus malacorhynchos",829.993333333333,"combined: BirdLife, eBird, BirdTree"
"Hymenops perspicillatus",22.9,"combined: BirdLife, eBird, BirdTree"
"Hypargos margaritatus",12.8,"combined: BirdLife, eBird, BirdTree"
"Hypargos niveoguttatus",14.6,"combined: BirdLife, eBird, BirdTree"
"Hypergerus atriceps",29.8,"combined: BirdLife, eBird, BirdTree"
"Hypnelus bicinctus",49.8,"combined: BirdLife, eBird, BirdTree"
"Hypnelus ruficollis",49.8,"combined: BirdLife, eBird, BirdTree"
"Hypocharmosyna placentis",33.6,"combined: BirdLife, eBird, BirdTree"
"Hypocharmosyna rubronotata",32.5,"combined: BirdLife, eBird, BirdTree"
"Hypocnemis cantator",12.2933333333333,"combined: BirdLife, eBird, BirdTree"
"Hypocnemis flavescens",12.2933333333333,"combined: BirdLife, eBird, BirdTree"
"Hypocnemis hypoxantha",11.52,"combined: BirdLife, eBird, BirdTree"
"Hypocnemis ochrogyna",12.2933333333333,"combined: BirdLife, eBird, BirdTree"
"Hypocnemis peruviana",12.2933333333333,"combined: BirdLife, eBird, BirdTree"
"Hypocnemis rondoni",12.5,"combined: BirdLife, eBird, BirdTree"
"Hypocnemis striata",12.2933333333333,"combined: BirdLife, eBird, BirdTree"
"Hypocnemis subflava",12.2933333333333,"combined: BirdLife, eBird, BirdTree"
"Hypocnemoides maculicauda",11.8,"combined: BirdLife, eBird, BirdTree"
"Hypocnemoides melanopogon",14.1,"combined: BirdLife, eBird, BirdTree"
"Hypocolius ampelinus",53.3,"combined: BirdLife, eBird, BirdTree"
"Hypocryptadius cinnamomeus",30,"combined: BirdLife, eBird, BirdTree"
"Hypoedaleus guttatus",38.8,"combined: BirdLife, eBird, BirdTree"
"Hypogramma hypogrammicum",11.42,"combined: BirdLife, eBird, BirdTree"
"Hypopyrrhus pyrohypogaster",101,"combined: BirdLife, eBird, BirdTree"
"Hypositta corallirostris",14.1,"combined: BirdLife, eBird, BirdTree"
"Hypositta perdita",23.3,"combined: BirdLife, eBird, BirdTree"
"Hypotaenidia immaculata",553.16,"combined: BirdLife, eBird, BirdTree"
"Hypotaenidia insignis",353.07,"combined: BirdLife, eBird, BirdTree"
"Hypotaenidia okinawae",433,"combined: BirdLife, eBird, BirdTree"
"Hypotaenidia owstoni",226.03,"combined: BirdLife, eBird, BirdTree"
"Hypotaenidia philippensis",205.92,"combined: BirdLife, eBird, BirdTree"
"Hypotaenidia rovianae",353.07,"combined: BirdLife, eBird, BirdTree"
"Hypotaenidia sylvestris",494.38,"combined: BirdLife, eBird, BirdTree"
"Hypotaenidia tertia",553.16,"combined: BirdLife, eBird, BirdTree"
"Hypotaenidia torquata",280,"combined: BirdLife, eBird, BirdTree"
"Hypotaenidia woodfordi",553.16,"combined: BirdLife, eBird, BirdTree"
"Hypothymis azurea",11.1,"combined: BirdLife, eBird, BirdTree"
"Hypothymis coelestis",13.6,"combined: BirdLife, eBird, BirdTree"
"Hypothymis helenae",9.9,"combined: BirdLife, eBird, BirdTree"
"Hypothymis puella",11.1,"combined: BirdLife, eBird, BirdTree"
"Hypsipetes affinis",40.5,"combined: BirdLife, eBird, BirdTree"
"Hypsipetes amaurotis",70.895,"combined: BirdLife, eBird, BirdTree"
"Hypsipetes aureus",40.5,"combined: BirdLife, eBird, BirdTree"
"Hypsipetes borbonicus",55.3,"combined: BirdLife, eBird, BirdTree"
"Hypsipetes catarmanensis",58.3,"combined: BirdLife, eBird, BirdTree"
"Hypsipetes chloris",40.5,"combined: BirdLife, eBird, BirdTree"
"Hypsipetes crassirostris",79.5,"combined: BirdLife, eBird, BirdTree"
"Hypsipetes everetti",58.3,"combined: BirdLife, eBird, BirdTree"
"Hypsipetes ganeesa",51.8,"combined: BirdLife, eBird, BirdTree"
"Hypsipetes guimarasensis",38.6,"combined: BirdLife, eBird, BirdTree"
"Hypsipetes harterti",40.5,"combined: BirdLife, eBird, BirdTree"
"Hypsipetes haynaldi",58.3,"combined: BirdLife, eBird, BirdTree"
"Hypsipetes leucocephalus",51.8,"combined: BirdLife, eBird, BirdTree"
"Hypsipetes longirostris",40.5,"combined: BirdLife, eBird, BirdTree"
"Hypsipetes lucasi",40.5,"combined: BirdLife, eBird, BirdTree"
"Hypsipetes madagascariensis",45.9933333333333,"combined: BirdLife, eBird, BirdTree"
"Hypsipetes mcclellandii",32.5,"combined: BirdLife, eBird, BirdTree"
"Hypsipetes mindorensis",42.8,"combined: BirdLife, eBird, BirdTree"
"Hypsipetes moheliensis",59.42,"combined: BirdLife, eBird, BirdTree"
"Hypsipetes mysticalis",40.5,"combined: BirdLife, eBird, BirdTree"
"Hypsipetes nicobariensis",36,"combined: BirdLife, eBird, BirdTree"
"Hypsipetes olivaceus",74.9933333333333,"combined: BirdLife, eBird, BirdTree"
"Hypsipetes parvirostris",59.4266666666667,"combined: BirdLife, eBird, BirdTree"
"Hypsipetes philippinus",38.6,"combined: BirdLife, eBird, BirdTree"
"Hypsipetes platenae",40.5,"combined: BirdLife, eBird, BirdTree"
"Hypsipetes rufigularis",58.7,"combined: BirdLife, eBird, BirdTree"
"Hypsipetes siquijorensis",38.6,"combined: BirdLife, eBird, BirdTree"
"Hypsipetes thompsoni",41.8,"combined: BirdLife, eBird, BirdTree"
"Hypsipetes virescens",32.5,"combined: BirdLife, eBird, BirdTree"
"Ianthocincla bieti",78.6,"combined: BirdLife, eBird, BirdTree"
"Ianthocincla cineracea",49,"combined: BirdLife, eBird, BirdTree"
"Ianthocincla konkakinhensis",76.7,"combined: BirdLife, eBird, BirdTree"
"Ianthocincla lunulata",78.6,"combined: BirdLife, eBird, BirdTree"
"Ianthocincla maxima",120.5,"combined: BirdLife, eBird, BirdTree"
"Ianthocincla ocellata",114,"combined: BirdLife, eBird, BirdTree"
"Ianthocincla rufogularis",62.8,"combined: BirdLife, eBird, BirdTree"
"Ianthocincla sukatschewi",67.8,"combined: BirdLife, eBird, BirdTree"
"Ibidorhyncha struthersii",294,"combined: BirdLife, eBird, BirdTree"
"Ibycter americanus",624,"combined: BirdLife, eBird, BirdTree"
"Ichthyaetus audouinii",535,"combined: BirdLife, eBird, BirdTree"
"Ichthyaetus hemprichii",451.7,"combined: BirdLife, eBird, BirdTree"
"Ichthyaetus ichthyaetus",1378.8,"combined: BirdLife, eBird, BirdTree"
"Ichthyaetus leucophthalmus",328.9,"combined: BirdLife, eBird, BirdTree"
"Ichthyaetus melanocephalus",256,"combined: BirdLife, eBird, BirdTree"
"Ichthyaetus relictus",490.2,"combined: BirdLife, eBird, BirdTree"
"Ichthyophaga humilis",782,"combined: BirdLife, eBird, BirdTree"
"Ichthyophaga ichthyaetus",1590,"combined: BirdLife, eBird, BirdTree"
"Icteria virens",24.8933333333333,"combined: BirdLife, eBird, BirdTree"
"Icterus abeillei",33,"combined: BirdLife, eBird, BirdTree"
"Icterus auratus",32.1,"combined: BirdLife, eBird, BirdTree"
"Icterus auricapillus",32.2,"combined: BirdLife, eBird, BirdTree"
"Icterus bonana",29,"combined: BirdLife, eBird, BirdTree"
"Icterus bullockii",37.9,"combined: BirdLife, eBird, BirdTree"
"Icterus bullockiorum",37.9,"combined: BirdLife, eBird, BirdTree"
"Icterus cayanensis",35.4266666666667,"combined: BirdLife, eBird, BirdTree"
"Icterus chrysater",53.4,"combined: BirdLife, eBird, BirdTree"
"Icterus chrysocephalus",35.44,"combined: BirdLife, eBird, BirdTree"
"Icterus croconotus",44.5,"combined: BirdLife, eBird, BirdTree"
"Icterus cucullatus",24.3,"combined: BirdLife, eBird, BirdTree"
"Icterus dominicensis",35.7266666666667,"combined: BirdLife, eBird, BirdTree"
"Icterus fuertesi",19,"combined: BirdLife, eBird, BirdTree"
"Icterus galbula",32.82,"combined: BirdLife, eBird, BirdTree"
"Icterus graceannae",41.5,"combined: BirdLife, eBird, BirdTree"
"Icterus graduacauda",42.2,"combined: BirdLife, eBird, BirdTree"
"Icterus gularis",55.1733333333333,"combined: BirdLife, eBird, BirdTree"
"Icterus icterus",60.8866666666667,"combined: BirdLife, eBird, BirdTree"
"Icterus jamacaii",62.9,"combined: BirdLife, eBird, BirdTree"
"Icterus laudabilis",36.9,"combined: BirdLife, eBird, BirdTree"
"Icterus leucopteryx",36.9,"combined: BirdLife, eBird, BirdTree"
"Icterus maculialatus",37.4,"combined: BirdLife, eBird, BirdTree"
"Icterus melanopsis",35.72,"combined: BirdLife, eBird, BirdTree"
"Icterus mesomelas",39.9,"combined: BirdLife, eBird, BirdTree"
"Icterus nigrogularis",40.2,"combined: BirdLife, eBird, BirdTree"
"Icterus northropi",40,"combined: BirdLife, eBird, BirdTree"
"Icterus oberi",35.7866666666667,"combined: BirdLife, eBird, BirdTree"
"Icterus parisorum",36.4866666666667,"combined: BirdLife, eBird, BirdTree"
"Icterus pectoralis",46.5,"combined: BirdLife, eBird, BirdTree"
"Icterus portoricensis",35.72,"combined: BirdLife, eBird, BirdTree"
"Icterus prosthemelas",27.9666666666667,"combined: BirdLife, eBird, BirdTree"
"Icterus pustulatus",36.7866666666667,"combined: BirdLife, eBird, BirdTree"
"Icterus pyrrhopterus",33.3,"combined: BirdLife, eBird, BirdTree"
"Icterus spurius",19.4266666666667,"combined: BirdLife, eBird, BirdTree"
"Icterus wagleri",41.8,"combined: BirdLife, eBird, BirdTree"
"Icthyophaga humilis",782,"combined: BirdLife, eBird, BirdTree"
"Icthyophaga ichthyaetus",1590,"combined: BirdLife, eBird, BirdTree"
"Ictinaetus malaiensis",1028,"combined: BirdLife, eBird, BirdTree"
"Ictinaetus malayensis",1028,"combined: BirdLife, eBird, BirdTree"
"Ictinia mississippiensis",276.02,"combined: BirdLife, eBird, BirdTree"
"Ictinia plumbea",249.9,"combined: BirdLife, eBird, BirdTree"
"Idiopsar brachyurus",43,"combined: BirdLife, eBird, BirdTree"
"Idiopsar dorsalis",38.1,"combined: BirdLife, eBird, BirdTree"
"Idiopsar erythronotus",20.7,"combined: BirdLife, eBird, BirdTree"
"Idiopsar speculifer",36.8,"combined: BirdLife, eBird, BirdTree"
"Iduna caligata",8.9,"combined: BirdLife, eBird, BirdTree"
"Iduna natalensis",11.7,"combined: BirdLife, eBird, BirdTree"
"Iduna opaca",9,"combined: BirdLife, eBird, BirdTree"
"Iduna pallida",9,"combined: BirdLife, eBird, BirdTree"
"Iduna rama",9.3,"combined: BirdLife, eBird, BirdTree"
"Iduna similis",11.1,"combined: BirdLife, eBird, BirdTree"
"Ifrita kowaldi",32.1,"combined: BirdLife, eBird, BirdTree"
"Ilicura militaris",12.7,"combined: BirdLife, eBird, BirdTree"
"Illadopsis albipectus",30.6,"combined: BirdLife, eBird, BirdTree"
"Illadopsis cleaveri",30.8,"combined: BirdLife, eBird, BirdTree"
"Illadopsis distans",22.2,"combined: BirdLife, eBird, BirdTree"
"Illadopsis fulvescens",27.9,"combined: BirdLife, eBird, BirdTree"
"Illadopsis puveli",48.4,"combined: BirdLife, eBird, BirdTree"
"Illadopsis pyrrhoptera",24.8,"combined: BirdLife, eBird, BirdTree"
"Illadopsis rufescens",37,"combined: BirdLife, eBird, BirdTree"
"Illadopsis rufipennis",22.2,"combined: BirdLife, eBird, BirdTree"
"Illadopsis turdina",65.8,"combined: BirdLife, eBird, BirdTree"
"Incana incana",10.3933333333333,"combined: BirdLife, eBird, BirdTree"
"Incaspiza laeta",22,"combined: BirdLife, eBird, BirdTree"
"Incaspiza ortizi",32.42,"combined: BirdLife, eBird, BirdTree"
"Incaspiza personata",33.2,"combined: BirdLife, eBird, BirdTree"
"Incaspiza pulchra",27.6,"combined: BirdLife, eBird, BirdTree"
"Incaspiza watkinsi",20.4,"combined: BirdLife, eBird, BirdTree"
"Indicator archipelagicus",32.4,"combined: BirdLife, eBird, BirdTree"
"Indicator conirostris",30,"combined: BirdLife, eBird, BirdTree"
"Indicator exilis",17.9133333333333,"combined: BirdLife, eBird, BirdTree"
"Indicator indicator",50.4,"combined: BirdLife, eBird, BirdTree"
"Indicator maculatus",46.8,"combined: BirdLife, eBird, BirdTree"
"Indicator meliphilus",14.0266666666667,"combined: BirdLife, eBird, BirdTree"
"Indicator minor",28.2,"combined: BirdLife, eBird, BirdTree"
"Indicator pumilio",13.1133333333333,"combined: BirdLife, eBird, BirdTree"
"Indicator variegatus",48.7733333333333,"combined: BirdLife, eBird, BirdTree"
"Indicator willcocksi",15.4,"combined: BirdLife, eBird, BirdTree"
"Indicator xanthonotus",30.3866666666667,"combined: BirdLife, eBird, BirdTree"
"Inezia caudata",7.5,"combined: BirdLife, eBird, BirdTree"
"Inezia inornata",12,"combined: BirdLife, eBird, BirdTree"
"Inezia subflava",8.4,"combined: BirdLife, eBird, BirdTree"
"Inezia tenuirostris",5,"combined: BirdLife, eBird, BirdTree"
"Iodopleura fusca",15.3,"combined: BirdLife, eBird, BirdTree"
"Iodopleura isabellae",20,"combined: BirdLife, eBird, BirdTree"
"Iodopleura pipra",10.02,"combined: BirdLife, eBird, BirdTree"
"Iole cacharensis",25.9,"combined: BirdLife, eBird, BirdTree"
"Iole charlottae",24,"combined: BirdLife, eBird, BirdTree"
"Iole crypta",24,"combined: BirdLife, eBird, BirdTree"
"Iole finschii",24.2,"combined: BirdLife, eBird, BirdTree"
"Iole indica",30.6,"combined: BirdLife, eBird, BirdTree"
"Iole olivacea",24,"combined: BirdLife, eBird, BirdTree"
"Iole palawanensis",26.8,"combined: BirdLife, eBird, BirdTree"
"Iole propinqua",25.9,"combined: BirdLife, eBird, BirdTree"
"Iole virescens",25.9,"combined: BirdLife, eBird, BirdTree"
"Iole viridescens",25.9,"combined: BirdLife, eBird, BirdTree"
"Irania gutturalis",21.6,"combined: BirdLife, eBird, BirdTree"
"Irediparra gallinacea",98.8,"combined: BirdLife, eBird, BirdTree"
"Irena cyanogastra",80.2933333333333,"combined: BirdLife, eBird, BirdTree"
"Irena puella",64.9,"combined: BirdLife, eBird, BirdTree"
"Irena tweeddalii",64.9,"combined: BirdLife, eBird, BirdTree"
"Iridophanes pulcherrimus",15.3,"combined: BirdLife, eBird, BirdTree"
"Iridosornis analis",26,"combined: BirdLife, eBird, BirdTree"
"Iridosornis jelskii",20,"combined: BirdLife, eBird, BirdTree"
