"Species","mass_gm","source"
"Alcippe chrysotis",5.5,"combined: BirdLife, eBird, BirdTree"
"Alcippe cinerea",11,"combined: BirdLife, eBird, BirdTree"
"Alcippe cinereiceps",10,"combined: BirdLife, eBird, BirdTree"
"Alcippe danisi",11,"combined: BirdLife, eBird, BirdTree"
"Alcippe davidi",15.3,"combined: BirdLife, eBird, BirdTree"
"Alcippe dubia",18,"combined: BirdLife, eBird, BirdTree"
"Alcippe formosana",10,"combined: BirdLife, eBird, BirdTree"
"Alcippe fratercula",14.8,"combined: BirdLife, eBird, BirdTree"
"Alcippe grotei",14.3,"combined: BirdLife, eBird, BirdTree"
"Alcippe hueti",15.3,"combined: BirdLife, eBird, BirdTree"
"Alcippe klossi",12.5,"combined: BirdLife, eBird, BirdTree"
"Alcippe ludlowi",10.5,"combined: BirdLife, eBird, BirdTree"
"Alcippe manipurensis",10,"combined: BirdLife, eBird, BirdTree"
"Alcippe morrisonia",15.2733333333333,"combined: BirdLife, eBird, BirdTree"
"Alcippe nipalensis",15.8,"combined: BirdLife, eBird, BirdTree"
"Alcippe peracensis",14.3,"combined: BirdLife, eBird, BirdTree"
"Alcippe poioicephala",20.7,"combined: BirdLife, eBird, BirdTree"
"Alcippe pyrrhoptera",16.3,"combined: BirdLife, eBird, BirdTree"
"Alcippe ruficapilla",9,"combined: BirdLife, eBird, BirdTree"
"Alcippe rufogularis",13.6,"combined: BirdLife, eBird, BirdTree"
"Alcippe striaticollis",13.16,"combined: BirdLife, eBird, BirdTree"
"Alcippe variegaticeps",13.16,"combined: BirdLife, eBird, BirdTree"
"Alcippe vinipectus",11.95,"combined: BirdLife, eBird, BirdTree"
"Alcurus striatus",51.96,"combined: BirdLife, eBird, BirdTree"
"Aleadryas rufinucha",40.5,"combined: BirdLife, eBird, BirdTree"
"Alectoris barbara",416.32,"combined: BirdLife, eBird, BirdTree"
"Alectoris chukar",502.1,"combined: BirdLife, eBird, BirdTree"
"Alectoris graeca",594.106666666667,"combined: BirdLife, eBird, BirdTree"
"Alectoris magna",541.366666666667,"combined: BirdLife, eBird, BirdTree"
"Alectoris melanocephala",614.766666666667,"combined: BirdLife, eBird, BirdTree"
"Alectoris philbyi",441,"combined: BirdLife, eBird, BirdTree"
"Alectoris rufa",527.873333333333,"combined: BirdLife, eBird, BirdTree"
"Alectroenas madagascariensis",173,"combined: BirdLife, eBird, BirdTree"
"Alectroenas pulcherrima",165,"combined: BirdLife, eBird, BirdTree"
"Alectroenas pulcherrimus",165,"combined: BirdLife, eBird, BirdTree"
"Alectroenas sganzini",158,"combined: BirdLife, eBird, BirdTree"
"Alectrurus risora",21,"combined: BirdLife, eBird, BirdTree"
"Alectrurus tricolor",16,"combined: BirdLife, eBird, BirdTree"
"Alectura lathami",2333.07333333333,"combined: BirdLife, eBird, BirdTree"
"Alethe castanea",31.52,"combined: BirdLife, eBird, BirdTree"
"Alethe choloensis",41.3,"combined: BirdLife, eBird, BirdTree"
"Alethe diademata",31.5266666666667,"combined: BirdLife, eBird, BirdTree"
"Alethe fuelleborni",52,"combined: BirdLife, eBird, BirdTree"
"Alethe poliocephala",32.37,"combined: BirdLife, eBird, BirdTree"
"Alethe poliophrys",35.2,"combined: BirdLife, eBird, BirdTree"
"Alexandrinus eques",163,"combined: BirdLife, eBird, BirdTree"
"Alexandrinus krameri",116.11,"combined: BirdLife, eBird, BirdTree"
"Alipiopsitta xanthops",159,"combined: BirdLife, eBird, BirdTree"
"Alisterus amboinensis",153,"combined: BirdLife, eBird, BirdTree"
"Alisterus chloropterus",156,"combined: BirdLife, eBird, BirdTree"
"Alisterus scapularis",232.273333333333,"combined: BirdLife, eBird, BirdTree"
"Alle alle",180.72,"combined: BirdLife, eBird, BirdTree"
"Allenia fusca",67.085,"combined: BirdLife, eBird, BirdTree"
"Alopecoenas beccarii",78.715,"combined: BirdLife, eBird, BirdTree"
"Alopecoenas canifrons",135,"combined: BirdLife, eBird, BirdTree"
"Alopecoenas erythropterus",113.19,"combined: BirdLife, eBird, BirdTree"
"Alopecoenas hoedtii",135,"combined: BirdLife, eBird, BirdTree"
"Alopecoenas jobiensis",135,"combined: BirdLife, eBird, BirdTree"
"Alopecoenas johannae",78.73,"combined: BirdLife, eBird, BirdTree"
"Alopecoenas kubaryi",162,"combined: BirdLife, eBird, BirdTree"
"Alopecoenas rubescens",60,"combined: BirdLife, eBird, BirdTree"
"Alopecoenas sanctaecrucis",171,"combined: BirdLife, eBird, BirdTree"
"Alopecoenas stairi",171,"combined: BirdLife, eBird, BirdTree"
"Alopecoenas xanthonurus",110.61,"combined: BirdLife, eBird, BirdTree"
"Alophoixus affinis",40.5,"combined: BirdLife, eBird, BirdTree"
"Alophoixus aureus",40.5,"combined: BirdLife, eBird, BirdTree"
"Alophoixus bres",35.3066666666667,"combined: BirdLife, eBird, BirdTree"
"Alophoixus chloris",40.5,"combined: BirdLife, eBird, BirdTree"
"Alophoixus finschii",24.2,"combined: BirdLife, eBird, BirdTree"
"Alophoixus flaveolus",48.3,"combined: BirdLife, eBird, BirdTree"
"Alophoixus frater",44.8,"combined: BirdLife, eBird, BirdTree"
"Alophoixus griseiceps",46,"combined: BirdLife, eBird, BirdTree"
"Alophoixus longirostris",40.5,"combined: BirdLife, eBird, BirdTree"
"Alophoixus lucasi",40.5,"combined: BirdLife, eBird, BirdTree"
"Alophoixus mystacalis",40.5,"combined: BirdLife, eBird, BirdTree"
"Alophoixus ochraceus",41.4666666666667,"combined: BirdLife, eBird, BirdTree"
"Alophoixus pallidus",46,"combined: BirdLife, eBird, BirdTree"
"Alophoixus phaeocephalus",32,"combined: BirdLife, eBird, BirdTree"
"Alophoixus platenae",40.5,"combined: BirdLife, eBird, BirdTree"
"Alophoixus ruficrissus",41.475,"combined: BirdLife, eBird, BirdTree"
"Alophoixus tephrogenys",35.305,"combined: BirdLife, eBird, BirdTree"
"Alopochelidon fucata",13.9733333333333,"combined: BirdLife, eBird, BirdTree"
"Alopochen aegyptiaca",1873,"combined: BirdLife, eBird, BirdTree"
"Amadina erythrocephala",22.5,"combined: BirdLife, eBird, BirdTree"
"Amadina fasciata",18,"combined: BirdLife, eBird, BirdTree"
"Amalocichla incerta",32.7,"combined: BirdLife, eBird, BirdTree"
"Amalocichla sclateriana",54.7,"combined: BirdLife, eBird, BirdTree"
"Amandava amandava",8.98,"combined: BirdLife, eBird, BirdTree"
"Amandava formosa",9,"combined: BirdLife, eBird, BirdTree"
"Amandava subflava",7.42666666666667,"combined: BirdLife, eBird, BirdTree"
"Amaurocichla bocagei",7,"combined: BirdLife, eBird, BirdTree"
"Amaurocichla bocagii",7,"combined: BirdLife, eBird, BirdTree"
"Amaurolimnas concolor",133,"combined: BirdLife, eBird, BirdTree"
"Amaurornis akool",131.43,"combined: BirdLife, eBird, BirdTree"
"Amaurornis bicolor",57.3,"combined: BirdLife, eBird, BirdTree"
"Amaurornis cinerea",52.1,"combined: BirdLife, eBird, BirdTree"
"Amaurornis flavirostra",86.2,"combined: BirdLife, eBird, BirdTree"
"Amaurornis isabellina",180,"combined: BirdLife, eBird, BirdTree"
"Amaurornis magnirostris",250,"combined: BirdLife, eBird, BirdTree"
"Amaurornis marginalis",51.2,"combined: BirdLife, eBird, BirdTree"
"Amaurornis moluccana",186.786666666667,"combined: BirdLife, eBird, BirdTree"
"Amaurornis olivacea",292,"combined: BirdLife, eBird, BirdTree"
"Amaurornis olivieri",86.2,"combined: BirdLife, eBird, BirdTree"
"Amaurornis phoenicurus",180,"combined: BirdLife, eBird, BirdTree"
"Amaurospiza carrizalensis",13.3,"combined: BirdLife, eBird, BirdTree"
"Amaurospiza concolor",13.35,"combined: BirdLife, eBird, BirdTree"
"Amaurospiza moesta",13.6,"combined: BirdLife, eBird, BirdTree"
"Amaurospiza relicta",13.1,"combined: BirdLife, eBird, BirdTree"
"Amazilia alfaroana",5,"combined: BirdLife, eBird, BirdTree"
"Amazilia amabilis",4.3,"combined: BirdLife, eBird, BirdTree"
"Amazilia amazilia",4.3,"combined: BirdLife, eBird, BirdTree"
"Amazilia bartletti",4.6,"combined: BirdLife, eBird, BirdTree"
"Amazilia beryllina",4.5,"combined: BirdLife, eBird, BirdTree"
"Amazilia boucardi",4.5,"combined: BirdLife, eBird, BirdTree"
"Amazilia brevirostris",4.3,"combined: BirdLife, eBird, BirdTree"
"Amazilia candida",3.8,"combined: BirdLife, eBird, BirdTree"
"Amazilia castaneiventris",5,"combined: BirdLife, eBird, BirdTree"
"Amazilia chionogaster",5.04,"combined: BirdLife, eBird, BirdTree"
"Amazilia chrysura",4.5,"combined: BirdLife, eBird, BirdTree"
"Amazilia coeruleogularis",4.2,"combined: BirdLife, eBird, BirdTree"
"Amazilia cupreicauda",3.74,"combined: BirdLife, eBird, BirdTree"
"Amazilia cyanifrons",5,"combined: BirdLife, eBird, BirdTree"
"Amazilia cyanocephala",5.1,"combined: BirdLife, eBird, BirdTree"
"Amazilia cyanura",3.9,"combined: BirdLife, eBird, BirdTree"
"Amazilia cyanus",3.3,"combined: BirdLife, eBird, BirdTree"
"Amazilia decora",4.7,"combined: BirdLife, eBird, BirdTree"
"Amazilia edward",4.7,"combined: BirdLife, eBird, BirdTree"
"Amazilia eliciae",3.6,"combined: BirdLife, eBird, BirdTree"
"Amazilia fimbriata",4.9,"combined: BirdLife, eBird, BirdTree"
"Amazilia franciae",5,"combined: BirdLife, eBird, BirdTree"
"Amazilia goudoti",4,"combined: BirdLife, eBird, BirdTree"
"Amazilia grayi",5.6,"combined: BirdLife, eBird, BirdTree"
"Amazilia humboldtii",5.6,"combined: BirdLife, eBird, BirdTree"
"Amazilia julie",3.3,"combined: BirdLife, eBird, BirdTree"
"Amazilia lactea",4.6,"combined: BirdLife, eBird, BirdTree"
"Amazilia leucogaster",4.7,"combined: BirdLife, eBird, BirdTree"
"Amazilia lilliae",4.3,"combined: BirdLife, eBird, BirdTree"
"Amazilia luciae",4.5,"combined: BirdLife, eBird, BirdTree"
"Amazilia oenone",5.04,"combined: BirdLife, eBird, BirdTree"
"Amazilia rosenbergi",3.7,"combined: BirdLife, eBird, BirdTree"
"Amazilia rutila",5.22666666666667,"combined: BirdLife, eBird, BirdTree"
"Amazilia sapphirina",4.4,"combined: BirdLife, eBird, BirdTree"
"Amazilia saucerottei",4.5,"combined: BirdLife, eBird, BirdTree"
"Amazilia saucerrottei",4.5,"combined: BirdLife, eBird, BirdTree"
"Amazilia tobaci",4.7,"combined: BirdLife, eBird, BirdTree"
"Amazilia tzacatl",4.79333333333333,"combined: BirdLife, eBird, BirdTree"
"Amazilia versicolor",4.1,"combined: BirdLife, eBird, BirdTree"
"Amazilia violiceps",5.1,"combined: BirdLife, eBird, BirdTree"
"Amazilia viridicauda",6.1,"combined: BirdLife, eBird, BirdTree"
"Amazilia viridifrons",6.3,"combined: BirdLife, eBird, BirdTree"
"Amazilia viridigaster",3.74,"combined: BirdLife, eBird, BirdTree"
"Amazilia wagneri",6.3,"combined: BirdLife, eBird, BirdTree"
"Amazilia yucatanensis",3.89333333333333,"combined: BirdLife, eBird, BirdTree"
"Amazilis amazilia",4.3,"combined: BirdLife, eBird, BirdTree"
"Amazona aestiva",451,"combined: BirdLife, eBird, BirdTree"
"Amazona agilis",213,"combined: BirdLife, eBird, BirdTree"
"Amazona albifrons",206,"combined: BirdLife, eBird, BirdTree"
"Amazona amazonica",370,"combined: BirdLife, eBird, BirdTree"
"Amazona arausiaca",500,"combined: BirdLife, eBird, BirdTree"
"Amazona auropalliata",476.926666666667,"combined: BirdLife, eBird, BirdTree"
"Amazona autumnalis",416,"combined: BirdLife, eBird, BirdTree"
"Amazona barbadensis",270,"combined: BirdLife, eBird, BirdTree"
"Amazona bodini",430,"combined: BirdLife, eBird, BirdTree"
"Amazona brasiliensis",430,"combined: BirdLife, eBird, BirdTree"
"Amazona collaria",187,"combined: BirdLife, eBird, BirdTree"
"Amazona diadema",416,"combined: BirdLife, eBird, BirdTree"
"Amazona dufresniana",623,"combined: BirdLife, eBird, BirdTree"
"Amazona farinosa",625.993333333333,"combined: BirdLife, eBird, BirdTree"
"Amazona festiva",430,"combined: BirdLife, eBird, BirdTree"
"Amazona finschi",302,"combined: BirdLife, eBird, BirdTree"
"Amazona guatemalae",625.99,"combined: BirdLife, eBird, BirdTree"
"Amazona guildingii",646,"combined: BirdLife, eBird, BirdTree"
"Amazona imperialis",529.5,"combined: BirdLife, eBird, BirdTree"
"Amazona kawalli",625.996666666667,"combined: BirdLife, eBird, BirdTree"
"Amazona leucocephala",235.326666666667,"combined: BirdLife, eBird, BirdTree"
"Amazona lilacina",416,"combined: BirdLife, eBird, BirdTree"
"Amazona mercenaria",340,"combined: BirdLife, eBird, BirdTree"
"Amazona mercenarius",340,"combined: BirdLife, eBird, BirdTree"
"Amazona ochrocephala",476.926666666667,"combined: BirdLife, eBird, BirdTree"
"Amazona oratrix",476.926666666667,"combined: BirdLife, eBird, BirdTree"
"Amazona pretrei",272.773333333333,"combined: BirdLife, eBird, BirdTree"
"Amazona rhodocorytha",474.326666666667,"combined: BirdLife, eBird, BirdTree"
"Amazona tucumana",260,"combined: BirdLife, eBird, BirdTree"
"Amazona ventralis",214,"combined: BirdLife, eBird, BirdTree"
"Amazona versicolor",676,"combined: BirdLife, eBird, BirdTree"
"Amazona vinacea",254,"combined: BirdLife, eBird, BirdTree"
"Amazona viridigenalis",316,"combined: BirdLife, eBird, BirdTree"
"Amazona vittata",279.286666666667,"combined: BirdLife, eBird, BirdTree"
"Amazona xantholora",217,"combined: BirdLife, eBird, BirdTree"
"Amazonetta brasiliensis",499.993333333333,"combined: BirdLife, eBird, BirdTree"
"Amblycercus holosericeus",70.4133333333333,"combined: BirdLife, eBird, BirdTree"
"Amblyornis flavifrons",120,"combined: BirdLife, eBird, BirdTree"
"Amblyornis inornata",124,"combined: BirdLife, eBird, BirdTree"
"Amblyornis macgregoriae",117.48,"combined: BirdLife, eBird, BirdTree"
"Amblyornis newtoniana",78.3,"combined: BirdLife, eBird, BirdTree"
"Amblyornis subalaris",108.886666666667,"combined: BirdLife, eBird, BirdTree"
"Amblyospiza albifrons",41.5933333333333,"combined: BirdLife, eBird, BirdTree"
"Amblyramphus holosericeus",56.7733333333333,"combined: BirdLife, eBird, BirdTree"
"Ammodramus aurifrons",17.8,"combined: BirdLife, eBird, BirdTree"
"Ammodramus bairdii",18.05,"combined: BirdLife, eBird, BirdTree"
"Ammodramus caudacutus",19.19,"combined: BirdLife, eBird, BirdTree"
"Ammodramus henslowii",12.8,"combined: BirdLife, eBird, BirdTree"
"Ammodramus humeralis",15.9933333333333,"combined: BirdLife, eBird, BirdTree"
"Ammodramus leconteii",13,"combined: BirdLife, eBird, BirdTree"
"Ammodramus maritimus",22.16,"combined: BirdLife, eBird, BirdTree"
"Ammodramus nelsoni",15.11,"combined: BirdLife, eBird, BirdTree"
"Ammodramus savannarum",17.6066666666667,"combined: BirdLife, eBird, BirdTree"
"Ammomanes cinctura",18.12,"combined: BirdLife, eBird, BirdTree"
"Ammomanes deserti",23.8,"combined: BirdLife, eBird, BirdTree"
"Ammomanes grayi",21.41,"combined: BirdLife, eBird, BirdTree"
"Ammomanes phoenicura",25.6,"combined: BirdLife, eBird, BirdTree"
"Ammomanopsis grayi",21.405,"combined: BirdLife, eBird, BirdTree"
"Ammonastes pelzelni",17.715,"combined: BirdLife, eBird, BirdTree"
"Ammoperdix griseogularis",201.873333333333,"combined: BirdLife, eBird, BirdTree"
"Ammoperdix heyi",189.72,"combined: BirdLife, eBird, BirdTree"
"Ammospiza caudacuta",19.195,"combined: BirdLife, eBird, BirdTree"
"Ammospiza leconteii",13,"combined: BirdLife, eBird, BirdTree"
"Ammospiza maritima",22.18,"combined: BirdLife, eBird, BirdTree"
"Ammospiza nelsoni",15.105,"combined: BirdLife, eBird, BirdTree"
"Ampeliceps coronatus",87.88,"combined: BirdLife, eBird, BirdTree"
"Ampelioides tschudii",78.4,"combined: BirdLife, eBird, BirdTree"
"Ampelion rubrocristatus",66.2933333333333,"combined: BirdLife, eBird, BirdTree"
"Ampelion rufaxilla",73.9,"combined: BirdLife, eBird, BirdTree"
"Ampelornis griseiceps",15,"combined: BirdLife, eBird, BirdTree"
"Amphilais seebohmi",12.3,"combined: BirdLife, eBird, BirdTree"
"Amphispiza belli",16.99,"combined: BirdLife, eBird, BirdTree"
"Amphispiza bilineata",13.5,"combined: BirdLife, eBird, BirdTree"
"Amphispiza quinquestriata",19.53,"combined: BirdLife, eBird, BirdTree"
"Amphispizopsis quinquestriata",19.5,"combined: BirdLife, eBird, BirdTree"
"Amytornis ballarae",20.98,"combined: BirdLife, eBird, BirdTree"
"Amytornis barbatus",18.3933333333333,"combined: BirdLife, eBird, BirdTree"
"Amytornis dorotheae",23.2133333333333,"combined: BirdLife, eBird, BirdTree"
"Amytornis goyderi",16.6933333333333,"combined: BirdLife, eBird, BirdTree"
"Amytornis housei",28.9133333333333,"combined: BirdLife, eBird, BirdTree"
"Amytornis merrotsyi",19.6266666666667,"combined: BirdLife, eBird, BirdTree"
"Amytornis modestus",23.015,"combined: BirdLife, eBird, BirdTree"
"Amytornis purnelli",20.98,"combined: BirdLife, eBird, BirdTree"
"Amytornis rowleyi",19.6,"combined: BirdLife, eBird, BirdTree"
"Amytornis striatus",19.6266666666667,"combined: BirdLife, eBird, BirdTree"
"Amytornis textilis",23.02,"combined: BirdLife, eBird, BirdTree"
"Amytornis whitei",19.6,"combined: BirdLife, eBird, BirdTree"
"Amytornis woodwardi",35.0666666666667,"combined: BirdLife, eBird, BirdTree"
"Anabacerthia amaurotis",19.2,"combined: BirdLife, eBird, BirdTree"
"Anabacerthia lichtensteini",21,"combined: BirdLife, eBird, BirdTree"
"Anabacerthia ruficaudata",30.1,"combined: BirdLife, eBird, BirdTree"
"Anabacerthia striaticollis",24.8,"combined: BirdLife, eBird, BirdTree"
"Anabacerthia variegaticeps",27.8,"combined: BirdLife, eBird, BirdTree"
"Anabathmis hartlaubii",10.5,"combined: BirdLife, eBird, BirdTree"
"Anabathmis newtonii",6.5,"combined: BirdLife, eBird, BirdTree"
"Anabathmis reichenbachii",11.4,"combined: BirdLife, eBird, BirdTree"
"Anabazenops dorsalis",35.4,"combined: BirdLife, eBird, BirdTree"
"Anabazenops fuscus",38.5,"combined: BirdLife, eBird, BirdTree"
"Anairetes agilis",10.1,"combined: BirdLife, eBird, BirdTree"
"Anairetes agraphia",9.9,"combined: BirdLife, eBird, BirdTree"
"Anairetes alpinus",9,"combined: BirdLife, eBird, BirdTree"
"Anairetes fernandezianus",6.86666666666667,"combined: BirdLife, eBird, BirdTree"
"Anairetes flavirostris",6,"combined: BirdLife, eBird, BirdTree"
"Anairetes nigrocristatus",9.2,"combined: BirdLife, eBird, BirdTree"
"Anairetes parulus",6.2,"combined: BirdLife, eBird, BirdTree"
"Anairetes reguloides",5.9,"combined: BirdLife, eBird, BirdTree"
"Analisoma analis",82.4,"combined: BirdLife, eBird, BirdTree"
"Analisoma coerulescens",62.8,"combined: BirdLife, eBird, BirdTree"
"Analisoma ostenta",68,"combined: BirdLife, eBird, BirdTree"
"Anaplectes jubaensis",22.57,"combined: BirdLife, eBird, BirdTree"
"Anaplectes leuconotos",22.57,"combined: BirdLife, eBird, BirdTree"
"Anaplectes rubriceps",22.58,"combined: BirdLife, eBird, BirdTree"
"Anarhynchus frontalis",57.6266666666667,"combined: BirdLife, eBird, BirdTree"
"Anas acuta",944.613333333333,"combined: BirdLife, eBird, BirdTree"
"Anas albogularis",488.105,"combined: BirdLife, eBird, BirdTree"
"Anas americana",754.61,"combined: BirdLife, eBird, BirdTree"
"Anas andium",434,"combined: BirdLife, eBird, BirdTree"
"Anas aucklandica",499.093333333333,"combined: BirdLife, eBird, BirdTree"
"Anas bahamensis",489.98,"combined: BirdLife, eBird, BirdTree"
"Anas bernieri",378.486666666667,"combined: BirdLife, eBird, BirdTree"
"Anas capensis",402,"combined: BirdLife, eBird, BirdTree"
"Anas carolinensis",341.89,"combined: BirdLife, eBird, BirdTree"
"Anas castanea",624.006666666667,"combined: BirdLife, eBird, BirdTree"
"Anas chlorotis",499.093333333333,"combined: BirdLife, eBird, BirdTree"
"Anas clypeata",612.56,"combined: BirdLife, eBird, BirdTree"
"Anas crecca",341.893333333333,"combined: BirdLife, eBird, BirdTree"
"Anas cyanoptera",377.45,"combined: BirdLife, eBird, BirdTree"
"Anas diazi",843.4,"combined: BirdLife, eBird, BirdTree"
"Anas discors",359.44,"combined: BirdLife, eBird, BirdTree"
"Anas eatoni",944.613333333333,"combined: BirdLife, eBird, BirdTree"
"Anas erythrorhyncha",558.813333333333,"combined: BirdLife, eBird, BirdTree"
"Anas falcata",645.83,"combined: BirdLife, eBird, BirdTree"
"Anas flavirostris",434,"combined: BirdLife, eBird, BirdTree"
"Anas formosa",433.98,"combined: BirdLife, eBird, BirdTree"
"Anas fulvigula",843.413333333333,"combined: BirdLife, eBird, BirdTree"
"Anas georgica",623.813333333333,"combined: BirdLife, eBird, BirdTree"
"Anas gibberifrons",488.106666666667,"combined: BirdLife, eBird, BirdTree"
"Anas gracilis",488.106666666667,"combined: BirdLife, eBird, BirdTree"
"Anas hottentota",276.36,"combined: BirdLife, eBird, BirdTree"
"Anas laysanensis",843.413333333333,"combined: BirdLife, eBird, BirdTree"
"Anas luzonica",832.026666666667,"combined: BirdLife, eBird, BirdTree"
"Anas melleri",959.213333333333,"combined: BirdLife, eBird, BirdTree"
