"AOU","fLU_ab","fLU_pr","fLU_tas","Diet.5Cat","IUCN_status","tail","ORDER","Family","Genus","Species","English_Common_Name","ScientificName","BirdTreeName","comments","newBT","kipps","HWI","Avibase.ID","gbif_dwnld_date","gbif_TaxonKey","maxrecords_in_gbif","maxrecords_PRESENT_only","comments_gbif","gbif_dwnld_type","cleaned_records","bio1","bio12"
5190,0.073756103,-0.659716563,0.498446965,"PlantSeed","LC","LT","Passeriformes","Fringillidae","Haemorhous","mexicanus","House Finch","Haemorhous mexicanus","Carpodacus mexicanus","","Carpodacus_mexicanus",21.2,27.4718208159609,"AVIBASE-89431E9F","9/28/2022",8323485,11614408,11614259,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=8323485&occurrence_status=present","manual",5513583,12.1269470404985,1191.09880153404
5210,-0.080684597,0.099378882,0.23373494,"PlantSeed","LC","UT","Passeriformes","Fringillidae","Loxia","curvirostra","Red Crossbill","Loxia curvirostra","Loxia curvirostra","","Loxia_curvirostra",35.9625,37.6317334427662,"AVIBASE-135564AA","9/28/2022",9629160,1048042,1046471,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=9629160&occurrence_status=present","manual",715233,9.27484848484852,1541.36791728213
5275,1,1,-1,"PlantSeed","LC","LT","Passeriformes","Fringillidae","Carduelis","flammea / hornemanni","unid. Common Redpoll / Hoary Redpoll","Carduelis flammea / hornemanni","Carduelis hornemanni","manual (possible sp)","Carduelis_hornemanni",25.0965384615385,33.1732518053595,NA,NA,NA,NA,NA,NA,"name confusion",NA,2.39506172839509,777.981921208851
5280,0.125,-0.540337711,1,"PlantSeed","LC","LT","Passeriformes","Fringillidae","Acanthis","flammea","Common Redpoll","Acanthis flammea","Carduelis flammea","","Carduelis_flammea",23.5,31.1258278145695,"AVIBASE-A2BB98A9","9/25/2022",5231630,2415126,2408835," https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=5231630&occurrence_status=present","manual",976678,2.55389221556885,1436.35283857898
5290,0.071155312,-0.496221141,0.472999298,"PlantSeed","LC","LT","Passeriformes","Fringillidae","Spinus","tristis","American Goldfinch","Spinus tristis","Carduelis tristis","","Carduelis_tristis",19.075,27.5556665668028,"AVIBASE-C9ABA616","9/24/2022",5231640,13001776,13001683,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=5231640&occurrence_status=present","manual",5970666,10.6470198675497,1232.13396298967
5300,-0.455445545,-0.177090737,-0.424377792,"PlantSeed","LC","UT","Passeriformes","Fringillidae","Spinus","psaltria","Lesser Goldfinch","Spinus psaltria","Carduelis psaltria","","Carduelis_psaltria",16.1875,25.9826766340536,"AVIBASE-CD5C21CA","9/30/2022",5231647,2561441,2561336,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=5231647&occurrence_status=present","manual",1232437,13.0579113924051,1480.44753178064
5330,0.220543807,-0.080543333,0.071779373,"PlantSeed","LC","LT","Passeriformes","Fringillidae","Spinus","pinus","Pine Siskin","Spinus pinus","Carduelis pinus","","Carduelis_pinus",25.55,35.2522548798234,"AVIBASE-B48335B1","9/30/2022",5231635,2512026,2511830,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=5231635&occurrence_status=present","manual",1116122,8.27364672364678,1380.40471749121
5360,1,1,-1,"Omnivore","LC","LT","Passeriformes","Calcariidae","Calcarius","lapponicus","Lapland Longspur","Calcarius lapponicus","Calcarius lapponicus","","Calcarius_lapponicus",28.9833333333333,30.6924050661419,"AVIBASE-3534E4CE","9/26/2022",2491678,325641,322987,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2491678&occurrence_status=present","manual",225220,3.59709976798149,962.997402501295
5380,-0.455245428,0.803602157,-0.925484352,"PlantSeed","VU","UT","Passeriformes","Calcariidae","Calcarius","ornatus","Chestnut-collared Longspur","Calcarius ornatus","Calcarius ornatus","","Calcarius_ornatus",21.04,26.7158912481107,"AVIBASE-B64C1B1D","9/24/2022",2491677,41660,41639,NA,"code",39540,12.2479919678715,515.717720569858
5400,-0.094880225,0.344907433,0.432022858,"Omnivore","LC","UT","Passeriformes","Passerellidae","Pooecetes","gramineus","Vesper Sparrow","Pooecetes gramineus","Pooecetes gramineus","","Pooecetes_gramineus",18.775,23.8489614301361,"AVIBASE-3647E146","9/30/2022",2491728,638935,638815,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2491728&occurrence_status=present","manual",246798,10.9416666666667,868.332836676218
5420,-0.259317974,0.040654101,0.226142715,"Omnivore","LC","UT","Passeriformes","Passerellidae","Passerculus","sandwichensis","Savannah Sparrow","Passerculus sandwichensis","Passerculus sandwichensis","","Passerculus_sandwichensis",17.575,24.1066210045662,"AVIBASE-3C974C47","9/28/2022",5231142,2786698,2786341,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=5231142&occurrence_status=present","manual",1219346,7.29952380952386,1166.80263838855
5460,0.040188484,-0.173604109,0.146642713,"Invertebrate","LC","LT","Passeriformes","Passerellidae","Ammodramus","savannarum","Grasshopper Sparrow","Ammodramus savannarum","Ammodramus savannarum","","Ammodramus_savannarum",12.3,21.0855374232299,"AVIBASE-5BFFE091","9/25/2022",2491123,345077,345015,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2491123&occurrence_status=present","manual",230559,14.5939716312057,946.029739300784
5480,-1,0.813842482,-0.714285714,"PlantSeed","LC","UT","Passeriformes","Passerellidae","Ammospiza","leconteii","LeConte's Sparrow","Ammospiza leconteii","Ammodramus leconteii","","Ammodramus_leconteii",9.96666666666667,18.8178544032442,"AVIBASE-B656B15D","9/24/2022",2491081,61708,61708,NA,"code",55263,9.80661016949153,893.26959989366
5520,0.198441558,0.245764314,0.147725145,"PlantSeed","LC","LT","Passeriformes","Passerellidae","Chondestes","grammacus","Lark Sparrow","Chondestes grammacus","Chondestes grammacus","","Chondestes_grammacus",24.7,28.8479055206275,"AVIBASE-78509A5D","9/27/2022",2491651,691075,691014,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2491651&occurrence_status=present","manual",280260,12.5096214511041,790.078513238289
5540,0.176352705,-0.36242378,-0.031487062,"PlantSeed","LC","LT","Passeriformes","Passerellidae","Zonotrichia","leucophrys","White-crowned Sparrow","Zonotrichia leucophrys","Zonotrichia leucophrys","","Zonotrichia_leucophrys",18.5,23.3285133136095,"AVIBASE-8601A467","10/1/2022",5231132,4296748,4296647,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=5231132&occurrence_status=present","manual",2173239,6.18506172839511,1297.42816678396
5570,1,-1,0.818181818,"PlantSeed","LC","LT","Passeriformes","Passerellidae","Zonotrichia","atricapilla","Golden-crowned Sparrow","Zonotrichia atricapilla","Zonotrichia atricapilla","","Zonotrichia_atricapilla",18.075,22.8782051282051,"AVIBASE-BD61BDEC","10/1/2022",5231138,1174623,1174563,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=5231138&occurrence_status=present","manual",795106,7.17972972972979,1279.86944414228
5580,-0.284677016,0.082469729,-0.01848311,"PlantSeed","LC","UT","Passeriformes","Passerellidae","Zonotrichia","albicollis","White-throated Sparrow","Zonotrichia albicollis","Zonotrichia albicollis","","Zonotrichia_albicollis",14.2777777777778,19.7042488354585,"AVIBASE-39BD9FF2","10/1/2022",5231140,5934785,5934778,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=5231140&occurrence_status=present","manual",2890990,8.30648414985592,1126.5581703107
5590,1,-0.72027972,0.866666667,"Omnivore","LC","LT","Passeriformes","Passerellidae","Spizelloides","arborea","American Tree Sparrow","Spizelloides arborea","Spizella arborea","manual (BL to BT)","Spizella_arborea",14.525,19.9347317569286,"AVIBASE-2A86F9C9","9/30/2022",7357320,1566847,1566796,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=7357320&occurrence_status=present","manual",750685,5.05649717514126,916.869951720438
5600,0.040010381,-0.521518163,0.510562725,"PlantSeed","LC","LT","Passeriformes","Passerellidae","Spizella","passerina","Chipping Sparrow","Spizella passerina","Spizella passerina","","Spizella_passerina",16.3,24.231190883527,"AVIBASE-37E9CCDA","9/30/2022",2492109,5734091,5733742,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2492109&occurrence_status=present","manual",2800313,8.74449035812677,1128.15980866166
5610,0.046942291,0.22627934,-0.351862631,"PlantSeed","LC","LT","Passeriformes","Passerellidae","Spizella","pallida","Clay-colored Sparrow","Spizella pallida","Spizella pallida","","Spizella_pallida",11.25,18.5806297604714,"AVIBASE-486265CF","9/30/2022",2492101,399376,399346,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2492101&occurrence_status=present","manual",309577,10.2944776119403,829.514799930107
5620,-0.523868568,0.30597713,0.773152256,"Omnivore","LC","UT","Passeriformes","Passerellidae","Spizella","breweri","Brewer's Sparrow","Spizella breweri","Spizella breweri","","Spizella_breweri",12.92,20.4808206949125,"AVIBASE-29967541","9/30/2022",2492099,243613,243507,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2492099&occurrence_status=present","manual",79723,9.70015290519882,513.253386690381
5630,-0.040805767,-0.664600115,0.688330222,"PlantSeed","LC","UT","Passeriformes","Passerellidae","Spizella","pusilla","Field Sparrow","Spizella pusilla","Spizella pusilla","","Spizella_pusilla",10.75,16.7108932309568,"AVIBASE-E23F6DE0","9/30/2022",2492096,1972618,1972593,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2492096&occurrence_status=present","manual",957453,13.0737885462555,1063.41523742027
5660,-1,-1,0.882352941,"PlantSeed","LC","UT","Passeriformes","Passerellidae","Junco","hyemalis aikeni","(White-winged Junco) Dark-eyed Junco","Junco hyemalis aikeni","Junco hyemalis","manual (subspecies not found)","Junco_hyemalis",16.4285714285714,21.9093492678356,NA,NA,NA,NA,NA,NA,NA,NA,7.26000000000005,1531.86093696956
5730,-0.294493216,0.294762735,0.323276765,"Omnivore","LC","UT","Passeriformes","Passerellidae","Amphispiza","bilineata","Black-throated Sparrow","Amphispiza bilineata","Amphispiza bilineata","","Amphispiza_bilineata",11.2833333333333,17.7458013090958,"AVIBASE-A0F29F1E","9/25/2022",2491757,304087,303937,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2491757&occurrence_status=present","manual",169369,13.7276,440.010466016411
5780,0.359725521,0.157564106,0.026929982,"Invertebrate","LC","LT","Passeriformes","Passerellidae","Peucaea","cassinii","Cassin's Sparrow","Peucaea cassinii","Aimophila cassinii","","Aimophila_cassinii",11.05,16.4454451789451,"AVIBASE-B58AFD6E","9/24/2022",6091692,63647,63639,NA,"code",62006,15.1216981132076,572.95988211457
5810,-0.112070287,-0.498445147,0.386310453,"Omnivore","LC","UT","Passeriformes","Passerellidae","Melospiza","melodia","Song Sparrow","Melospiza melodia","Melospiza melodia","","Melospiza_melodia",13.22,20.143698469373,"AVIBASE-A5F09E05","9/28/2022",2492196,14014185,14013872,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2492196&occurrence_status=present","manual",5360495,9.55778443113775,1401.33135506144
5830,-0.076555024,-0.213098692,0.307320699,"Omnivore","LC","UT","Passeriformes","Passerellidae","Melospiza","lincolnii","Lincoln's Sparrow","Melospiza lincolnii","Melospiza lincolnii","","Melospiza_lincolnii",14.3,22.3239402597761,"AVIBASE-AF49F890","9/28/2022",2492192,1306305,1306143,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2492192&occurrence_status=present","manual",883350,8.39531250000005,1166.20737351425
5840,-0.316087308,-0.197131593,0.107641742,"Omnivore","LC","UT","Passeriformes","Passerellidae","Melospiza","georgiana","Swamp Sparrow","Melospiza georgiana","Melospiza georgiana","","Melospiza_georgiana",11.95,19.145706300813,"AVIBASE-4E192262","9/28/2022",2492235,2042278,2042238,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2492235&occurrence_status=present","manual",1493642,8.83768328445751,1102.34690447168
5850,1,-0.862845651,0.767509025,"Omnivore","LC","LT","Passeriformes","Passerellidae","Passerella","iliaca","Fox Sparrow","Passerella iliaca","Passerella iliaca","","Passerella_iliaca",21.85,26.0769426868807,"AVIBASE-0B1B2EB6","9/28/2022",2491872,1318128,1318051,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2491872&occurrence_status=present","manual",891686,6.88827493261459,1393.8804325194
5870,-0.01468111,-0.669339102,0.70630356,"Omnivore","LC","UT","Passeriformes","Passerellidae","Pipilo","erythrophthalmus","Eastern Towhee","Pipilo erythrophthalmus","Pipilo erythrophthalmus","","Pipilo_erythrophthalmus",11.125,13.5537418074953,"AVIBASE-6090278A","9/29/2022",2491205,3469561,3469444,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2491205&occurrence_status=present","manual",1321127,12.6495901639344,1291.75601571452
5880,0.056189846,-0.293579731,-0.277066389,"Omnivore","LC","LT","Passeriformes","Passerellidae","Pipilo","maculatus","Spotted Towhee","Pipilo maculatus","Pipilo maculatus","","Pipilo_maculatus",11.7615384615385,13.7103201014362,"AVIBASE-58E25701","9/29/2022",9709230,3014335,3013747,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=9709230&occurrence_status=present","manual",1684472,10.9692567567568,1330.32359540518
5900,-0.182068966,-0.388437199,0.551511365,"Omnivore","LC","UT","Passeriformes","Passerellidae","Pipilo","chlorurus","Green-tailed Towhee","Pipilo chlorurus","Pipilo chlorurus","","Pipilo_chlorurus",13.1,16.8093648473034,"AVIBASE-45D829B3","9/29/2022",2491276,257133,257031,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2491276&occurrence_status=present","manual",121112,10.7193811074919,757.811031804346
5910,0.318485523,0.470453504,0.441029307,"PlantSeed","LC","LT","Passeriformes","Passerellidae","Melozone","fusca","Canyon Towhee","Melozone fusca","Pipilo fuscus","","Pipilo_fuscus",11.85,13.0681656594383,"AVIBASE-FE69A9C4","9/28/2022",7341622,316071,316042,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=7341622&occurrence_status=present","manual",142182,14.4617117117118,641.824964694806
5930,0.064244679,-0.48442226,0.565534189,"PlantSeed","LC","LT","Passeriformes","Cardinalidae","Cardinalis","cardinalis","Northern Cardinal","Cardinalis cardinalis","Cardinalis cardinalis","","Cardinalis_cardinalis",14.2166666666667,15.5078541569571,"AVIBASE-4E74AE22","9/26/2022",2490384,16708053,16707903,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2490384&occurrence_status=present","manual",7718157,14.0924908424909,1218.35028901734
5940,-1,0.316202326,-0.250596659,"PlantSeed","LC","UT","Passeriformes","Cardinalidae","Cardinalis","sinuatus","Pyrrhuloxia","Cardinalis sinuatus","Cardinalis sinuatus","","Cardinalis_sinuatus",13.91,14.8818734038774,"AVIBASE-DE21A6BE","9/26/2022",2490405,217324,217303,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2490405&occurrence_status=present","manual",104337,17.5964052287582,544.547207769684
5950,0.046913815,-0.345796482,0.623481216,"Omnivore","LC","LT","Passeriformes","Cardinalidae","Pheucticus","ludovicianus","Rose-breasted Grosbeak","Pheucticus ludovicianus","Pheucticus ludovicianus","","Pheucticus_ludovicianus",27.4,26.521902630049,"AVIBASE-7C2FCB13","9/29/2022",2490494,1782038,1781921,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2490494&occurrence_status=present","manual",838588,12.8016923076923,1553.96205930546
5960,-0.168173599,-0.316087303,-0.419043948,"Invertebrate","LC","UT","Passeriformes","Cardinalidae","Pheucticus","melanocephalus","Black-headed Grosbeak","Pheucticus melanocephalus","Pheucticus melanocephalus","","Pheucticus_melanocephalus",24.26875,24.2236398804752,"AVIBASE-824361E5","9/29/2022",2490487,987985,987510,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2490487&occurrence_status=present","manual",534493,12.0967741935484,1259.45781909153
5970,-0.063487738,0.051153937,0.676662395,"Omnivore","LC","UT","Passeriformes","Cardinalidae","Passerina","caerulea","Blue Grosbeak","Passerina caerulea","Passerina caerulea","","Passerina_caerulea",19.9071428571429,22.8570424606734,"AVIBASE-A7A75EA1","9/28/2022",5230862,806273,806212,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=5230862&occurrence_status=present","manual",455924,15.2577464788733,1140.54441046551
5980,0.068416132,-0.513239594,0.676494094,"PlantSeed","LC","LT","Passeriformes","Cardinalidae","Passerina","cyanea","Indigo Bunting","Passerina cyanea","Passerina cyanea","","Passerina_cyanea",14.7,22.5380870759717,"AVIBASE-043F337A","9/28/2022",2490327,2509202,2509078,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2490327&occurrence_status=present","manual",1120567,14.3217171717172,1324.50277761291
5990,-0.233067729,-0.299769874,-0.526250517,"Omnivore","LC","UT","Passeriformes","Cardinalidae","Passerina","amoena","Lazuli Bunting","Passerina amoena","Passerina amoena","","Passerina_amoena",16.4882352941176,23.3855767428128,"AVIBASE-9F67F3AF","9/28/2022",5230861,416016,415896,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=5230861&occurrence_status=present","manual",166502,11.5867549668874,927.639039987672
6010,0.074545455,0.182946701,-0.80952381,"PlantSeed","LC","LT","Passeriformes","Cardinalidae","Passerina","ciris","Painted Bunting","Passerina ciris","Passerina ciris","","Passerina_ciris",14.9583333333333,21.6441507639805,"AVIBASE-0BDB87DE","9/28/2022",5230852,374223,374033,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=5230852&occurrence_status=present","manual",157518,15.9983394833949,1217.95747598389
6040,-0.141157556,-0.150758386,0.352944479,"PlantSeed","LC","UT","Passeriformes","Cardinalidae","Spiza","americana","Dickcissel","Spiza americana","Spiza americana","","Spiza_americana",20.3375,26.4008915358646,"AVIBASE-592E58CE","9/30/2022",2490363,453328,453267,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2490363&occurrence_status=present","manual",251637,15.3272563176895,1117.14061397583
6050,-0.424866514,0.505426481,0.808243728,"PlantSeed","LC","UT","Passeriformes","Passerellidae","Calamospiza","melanocorys","Lark Bunting","Calamospiza melanocorys","Calamospiza melanocorys","","Calamospiza_melanocorys",20.85,24.3122551112534,"AVIBASE-938C5572","9/26/2022",2491893,112081,112050,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2491893&occurrence_status=present","manual",7089,13.157264957265,465.199356791525
6070,-0.157954846,-0.27614834,-0.253131647,"Invertebrate","LC","UT","Passeriformes","Cardinalidae","Piranga","ludoviciana","Western Tanager","Piranga ludoviciana","Piranga ludoviciana","","Piranga_ludoviciana",27.1571428571429,28.644143477415,"AVIBASE-0ADA5F17","9/29/2022",2488484,912014,911472,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2488484&occurrence_status=present","manual",586485,11.481623931624,1393.90240514469
6080,0.127952943,-0.877414608,0.648201765,"Invertebrate","LC","LT","Passeriformes","Cardinalidae","Piranga","olivacea","Scarlet Tanager","Piranga olivacea","Piranga olivacea","","Piranga_olivacea",29.4875,30.9045265245335,"AVIBASE-42101632","9/29/2022",2488517,1207430,1207364,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2488517&occurrence_status=present","manual",447026,14.5048736462094,1628.30241479333
6100,0.015480756,0.244306285,0.718725833,"Invertebrate","LC","LT","Passeriformes","Cardinalidae","Piranga","rubra","Summer Tanager","Piranga rubra","Piranga rubra","","Piranga_rubra",27.85,29.1955107556485,"AVIBASE-891798D9","9/29/2022",2488485,1139896,1139819,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2488485&occurrence_status=present","manual",603043,15.4384476534296,2013.12339512793
6110,0.407213496,0.04785145,0.522534214,"Invertebrate","LC","LT","Passeriformes","Hirundinidae","Progne","subis","Purple Martin","Progne subis","Progne subis","","Progne_subis",76.65,51.9738805276242,"AVIBASE-ACB9D1C6","9/30/2022",2489129,1382221,1382170,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2489129&occurrence_status=present","manual",622228,14.1329181494662,1232.85894793926
6120,0.030416823,0.265073798,0.284576271,"Invertebrate","LC","LT","Passeriformes","Hirundinidae","Petrochelidon","pyrrhonota","Cliff Swallow","Petrochelidon pyrrhonota","Petrochelidon pyrrhonota","","Petrochelidon_pyrrhonota",54.2375,48.9557315496994,"AVIBASE-F5C181CA","9/28/2022",2489169,1576054,1575981,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2489169&occurrence_status=present","manual",751667,8.84704433497541,1238.42853750947
6130,-0.069620116,-0.434851568,0.514856004,"Invertebrate","LC","UT","Passeriformes","Hirundinidae","Hirundo","rustica","Barn Swallow","Hirundo rustica","Hirundo rustica","","Hirundo_rustica",62.341935483871,52.6469357187647,"AVIBASE-58C502EA","9/28/2022",9515886,11311796,11285574,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=9515886&occurrence_status=present","manual",4720570,10.4728571428572,1919.46408669606
6140,0.073580337,-0.36541718,0.159828039,"Invertebrate","LC","LT","Passeriformes","Hirundinidae","Tachycineta","bicolor","Tree Swallow","Tachycineta bicolor","Tachycineta bicolor","","Tachycineta_bicolor",61.2555555555556,53.0325987494759,"AVIBASE-BBA2F9DF","10/1/2022",2489181,5510698,5510591,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2489181&occurrence_status=present","manual",2442650,9.02284595300267,1248.68915543871
6150,0.095859992,-0.420544106,-0.204431417,"Invertebrate","LC","LT","Passeriformes","Hirundinidae","Tachycineta","thalassina","Violet-green Swallow","Tachycineta thalassina","Tachycineta thalassina","","Tachycineta_thalassina",63.5818181818182,54.4989587385468,"AVIBASE-75DC49AD","10/1/2022",5230754,1167413,1167351,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=5230754&occurrence_status=present","manual",808622,9.75392670157072,1304.98226768968
6160,-0.503546099,0.676677616,-0.785440613,"Invertebrate","LC","UT","Passeriformes","Hirundinidae","Riparia","riparia","Bank Swallow","Riparia riparia","Riparia riparia","","Riparia_riparia",54.0375,52.9476381009318,"AVIBASE-94A1C447","9/30/2022",2489160,1664042,1662203,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2489160&occurrence_status=present","manual",732721,9.74361702127663,1280.33702413658
6170,-0.259090909,-0.385145677,0.688114388,"Invertebrate","LC","UT","Passeriformes","Hirundinidae","Stelgidopteryx","serripennis","Northern Rough-winged Swallow","Stelgidopteryx serripennis","Stelgidopteryx serripennis","","Stelgidopteryx_serripennis",54.71,50.7130653286625,"AVIBASE-259B5E46","9/30/2022",2489202,2145704,2145658,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2489202&occurrence_status=present","manual",945272,13.0739130434783,1440.87520779337
6190,0.012466277,-0.568274214,0.215891562,"FruiNect","LC","LT","Passeriformes","Bombycillidae","Bombycilla","cedrorum","Cedar Waxwing","Bombycilla cedrorum","Bombycilla cedrorum","","Bombycilla_cedrorum",33.5333333333333,35.1332388712128,"AVIBASE-9437D635","9/26/2022",2484609,4612935,4612739,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2484609&occurrence_status=present","manual",1970812,10.8800000000001,1307.91173148148
6220,-0.240143369,0.585762242,0.126074499,"Invertebrate","NT","UT","Passeriformes","Laniidae","Lanius","ludovicianus","Loggerhead Shrike","Lanius ludovicianus","Lanius ludovicianus","","Lanius_ludovicianus",21.66,22.5809120039673,"AVIBASE-36171C2B","9/28/2022",2492870,1112551,1112447,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2492870&occurrence_status=present","manual",149039,13.5721804511278,905.510840782311
6240,0.081200993,-0.569875852,0.523708437,"Invertebrate","LC","LT","Passeriformes","Vireonidae","Vireo","olivaceus","Red-eyed Vireo","Vireo olivaceus","Vireo olivaceus","","Vireo_olivaceus",23.6083333333333,29.8042453841281,"AVIBASE-847717E2","10/1/2022",2487430,3558168,3558138,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2487430&occurrence_status=present","manual",1143000,11.9677710843374,1657.24837185837
6270,0.001789399,0.005491242,0.247534757,"Invertebrate","LC","LT","Passeriformes","Vireonidae","Vireo","gilvus","Warbling Vireo","Vireo gilvus","Vireo gilvus","","Vireo_gilvus",16.47,23.5238193179999,"AVIBASE-66AA469C","10/1/2022",2487446,2171332,2171027,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2487446&occurrence_status=present","manual",1042479,11.4425925925926,1332.89602719452
6280,0.291420118,-0.524756639,0.786652654,"Invertebrate","LC","LT","Passeriformes","Vireonidae","Vireo","flavifrons","Yellow-throated Vireo","Vireo flavifrons","Vireo flavifrons","","Vireo_flavifrons",25.78,33.8382102067335,"AVIBASE-F8DDF6A6","10/1/2022",2487453,780499,780477,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2487453&occurrence_status=present","manual",545195,15.0956834532374,1750.24080405003
6290,-0.572519908,-0.325000991,0.241554836,"Invertebrate","LC","UT","Passeriformes","Vireonidae","Vireo","solitarius","Blue-headed Vireo","Vireo solitarius","Vireo solitarius","","Vireo_solitarius",22.0636363636364,29.291234865144,"AVIBASE-95DB0943","10/1/2022",2487456,1079156,1079140,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2487456&occurrence_status=present","manual",467229,11.5828220858896,1303.68042331531
6291,0.284164859,-0.602731163,-0.282598749,"Invertebrate","LC","LT","Passeriformes","Vireonidae","Vireo","cassinii","Cassin's Vireo","Vireo cassinii","Vireo cassinii","","Vireo_cassinii",20.5166666666667,27.9077559257186,"AVIBASE-EB0CD5DC","10/1/2022",9552291,204751,204576,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=9552291&occurrence_status=present","manual",83643,11.9948504983389,1072.52806451613
6292,0.422562141,0.100811619,-0.186635945,"Invertebrate","LC","LT","Passeriformes","Vireonidae","Vireo","plumbeus","Plumbeous Vireo","Vireo plumbeus","Vireo plumbeus","","Vireo_plumbeus",22.7230769230769,28.6094313005543,"AVIBASE-1BB9C864","10/1/2022",9353154,164951,164827,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=9353154&occurrence_status=present","manual",116104,12.2293442622951,737.495567986231
